"customer_key","customer_number","customer_name","age","age_group","customer_segment","recency","total_orders","total_sales","total_quantity","total_product","last_order","lifespan","avg_order_value","avg_monthly_spend"
2862,AW00013861,Hailey Rogers,41.0,"40-49",NEW,143.0,1,22,1,1,2013-07-30,0.0,22,22.0
2863,AW00013862,Andrew Walker,47.0,"40-49",NEW,148.0,2,2986,3,3,2013-02-17,6.0,1493,497.6666666666667
2864,AW00013863,Kevin Long,47.0,"40-49",NEW,141.0,1,72,2,2,2013-09-08,0.0,72,72.0
2865,AW00013864,Robin Torres,41.0,"40-49",NEW,143.0,1,22,1,1,2013-07-06,0.0,22,22.0
2866,AW00013865,Mariah Foster,47.0,"40-49",NEW,144.0,2,4534,4,4,2013-06-08,10.0,2267,453.4
2867,AW00013866,Mya Butler,47.0,"40-49",NEW,144.0,2,4640,7,7,2013-06-07,9.0,2320,515.5555555555555
2868,AW00013867,Luke Griffin,49.0,"40-49",NEW,145.0,1,57,2,2,2013-06-01,0.0,57,57.0
2869,AW00013868,Shelby Morris,49.0,"40-49",NEW,147.0,1,31,2,2,2013-03-24,0.0,31,31.0
2870,AW00013869,Anna Morgan,50.0,"50 and above",NEW,140.0,1,22,1,1,2013-11-02,0.0,22,22.0
2871,AW00013870,Jonathan Clark,50.0,"50 and above",NEW,148.0,2,3282,3,3,2013-02-20,5.0,1641,656.4
2872,AW00013871,Sarah Gonzales,44.0,"40-49",NEW,148.0,2,3060,5,5,2013-02-23,6.0,1530,510.0
2873,AW00013872,Alyssa Henderson,50.0,"50 and above",NEW,149.0,1,181,2,2,2013-02-01,0.0,181,181.0
2874,AW00013873,Russell Jai,48.0,"40-49",NEW,144.0,2,4765,3,3,2013-06-13,10.0,2382,476.5
2875,AW00013874,Alyssa Bryant,39.0,"30-39",NEW,143.0,1,77,2,2,2013-07-24,0.0,77,77.0
2876,AW00013875,Samantha Williams,50.0,"50 and above",NEW,137.0,1,24,2,2,2014-01-24,0.0,24,24.0
2877,AW00013876,Sebastian Murphy,50.0,"50 and above",NEW,143.0,1,22,1,1,2013-07-11,0.0,22,22.0
2878,AW00013877,Adam Lal,51.0,"50 and above",NEW,148.0,2,3030,4,4,2013-02-27,6.0,1515,505.0
2879,AW00013878,Sebastian Gray,51.0,"50 and above",NEW,138.0,1,2367,3,3,2013-12-15,0.0,2367,2367.0
2880,AW00013879,Derrick Hernandez,51.0,"50 and above",NEW,141.0,1,22,1,1,2013-09-08,0.0,22,22.0
2881,AW00013880,Marshall Kumar,51.0,"50 and above",NEW,143.0,1,72,2,2,2013-07-07,0.0,72,72.0
2882,AW00013881,Jasmine Wood,46.0,"40-49",NEW,142.0,1,72,2,2,2013-08-27,0.0,72,72.0
2883,AW00013882,Mariah Russell,52.0,"50 and above",NEW,148.0,2,3282,5,5,2013-02-05,5.0,1641,656.4
2884,AW00013883,Brandon Lal,52.0,"50 and above",NEW,149.0,2,3021,3,3,2013-01-30,5.0,1510,604.2
2885,AW00013884,Jada Rogers,52.0,"50 and above",NEW,148.0,2,3043,6,6,2013-02-11,6.0,1521,507.1666666666667
2886,AW00013885,Brian Howard,44.0,"40-49",NEW,145.0,2,4844,5,5,2013-06-02,10.0,2422,484.4
2887,AW00013886,Rachel Taylor,49.0,"40-49",NEW,144.0,2,4537,3,3,2013-06-20,10.0,2268,453.7
2888,AW00013887,Nathan Scott,43.0,"40-49",NEW,144.0,2,4763,2,2,2013-06-11,9.0,2381,529.2222222222222
2889,AW00013888,Ian Brown,41.0,"40-49",NEW,140.0,1,22,1,1,2013-10-29,0.0,22,22.0
2890,AW00013889,Robert Martin,53.0,"50 and above",NEW,148.0,2,3084,5,5,2013-02-25,5.0,1542,616.8
2891,AW00013890,Jennifer Carter,47.0,"40-49",NEW,147.0,2,2982,4,4,2013-03-18,6.0,1491,497.0
2892,AW00013891,Aaron Simmons,53.0,"50 and above",NEW,145.0,1,86,2,2,2013-05-07,0.0,86,86.0
2893,AW00013892,Spencer Diaz,47.0,"40-49",NEW,147.0,2,3021,3,3,2013-03-03,6.0,1510,503.5
2894,AW00013893,Dalton Carter,42.0,"40-49",NEW,144.0,1,22,1,1,2013-06-19,0.0,22,22.0
2895,AW00013894,Robyn Ruiz,50.0,"50 and above",NEW,144.0,2,4810,6,6,2013-06-16,9.0,2405,534.4444444444445
2896,AW00013895,Isabella Brooks,50.0,"50 and above",NEW,145.0,2,4559,4,4,2013-06-01,8.0,2279,569.875
2897,AW00013896,Hailey Mitchell,44.0,"40-49",NEW,144.0,2,4775,4,4,2013-06-06,7.0,2387,682.1428571428571
2898,AW00013897,Carol Washington,50.0,"50 and above",NEW,144.0,2,4499,3,3,2013-06-09,7.0,2249,642.7142857142857
2899,AW00013898,Richard Baker,39.0,"30-39",NEW,144.0,2,4835,6,6,2013-06-10,7.0,2417,690.7142857142857
2900,AW00013899,Cameron Jones,39.0,"30-39",NEW,146.0,1,22,1,1,2013-04-13,0.0,22,22.0
2901,AW00013900,Isaac Campbell,39.0,"30-39",NEW,146.0,1,22,1,1,2013-04-19,0.0,22,22.0
2902,AW00013901,Oscar Foster,50.0,"50 and above",NEW,144.0,1,67,3,3,2013-06-11,0.0,67,67.0
2903,AW00013902,Jeremiah Simmons,50.0,"50 and above",NEW,143.0,1,22,1,1,2013-07-12,0.0,22,22.0
2904,AW00013903,Elijah Hernandez,50.0,"50 and above",NEW,145.0,2,4512,3,3,2013-06-01,8.0,2256,564.0
2905,AW00013904,Natalie Thompson,45.0,"40-49",NEW,144.0,2,4502,2,2,2013-06-25,8.0,2251,562.75
2906,AW00013905,Christian Henderson,45.0,"40-49",NEW,144.0,2,4549,4,4,2013-06-29,8.0,2274,568.625
2907,AW00013906,Courtney Evans,49.0,"40-49",NEW,147.0,2,3021,3,3,2013-03-23,5.0,1510,604.2
2908,AW00013907,Misty Xie,49.0,"40-49",NEW,144.0,2,4597,3,3,2013-06-03,7.0,2298,656.7142857142857
2909,AW00013908,Alyssa Diaz,54.0,"50 and above",NEW,142.0,2,4715,5,5,2013-08-17,3.0,2357,1571.6666666666667
2910,AW00013909,Riley Price,54.0,"50 and above",NEW,141.0,2,4764,6,6,2013-09-03,3.0,2382,1588.0
2911,AW00013910,Isabelle Butler,49.0,"40-49",NEW,144.0,2,4527,5,5,2013-06-13,8.0,2263,565.875
2912,AW00013911,Andrea Kelly,54.0,"50 and above",NEW,144.0,2,4549,4,4,2013-06-26,8.0,2274,568.625
2913,AW00013912,Caroline Simmons,49.0,"40-49",NEW,145.0,2,4548,4,4,2013-05-30,6.0,2274,758.0
2914,AW00013913,Angela Rogers,54.0,"50 and above",NEW,143.0,1,107,3,3,2013-07-08,0.0,107,107.0
2915,AW00013914,Abigail Bell,55.0,"50 and above",NEW,146.0,1,72,2,2,2013-04-26,0.0,72,72.0
2916,AW00013915,Allison King,49.0,"40-49",NEW,148.0,2,3045,4,4,2013-03-02,3.0,1522,1015.0
2917,AW00013916,Eduardo Ward,44.0,"40-49",NEW,138.0,1,2355,2,2,2013-12-14,0.0,2355,2355.0
2918,AW00013917,Samuel Allen,55.0,"50 and above",NEW,148.0,2,3282,5,5,2013-03-01,3.0,1641,1094.0
2919,AW00013918,Armando Blanco,55.0,"50 and above",NEW,138.0,1,2398,5,5,2013-12-16,0.0,2398,2398.0
2920,AW00013919,Grace Smith,95.0,"50 and above",NEW,137.0,1,86,2,2,2014-01-04,0.0,86,86.0
2921,AW00013920,Amanda Rogers,55.0,"50 and above",NEW,140.0,4,268,12,12,2013-10-29,6.0,67,44.666666666666664
2922,AW00013921,Joseph Jones,51.0,"50 and above",NEW,140.0,1,57,2,2,2013-10-04,0.0,57,57.0
2923,AW00013922,Jackson Foster,51.0,"50 and above",NEW,139.0,1,57,2,2,2013-11-14,0.0,57,57.0
2924,AW00013923,Steven Howard,51.0,"50 and above",NEW,146.0,1,57,2,2,2013-04-10,0.0,57,57.0
2925,AW00013924,Hannah Hall,46.0,"40-49",NEW,144.0,1,30,2,2,2013-06-28,0.0,30,30.0
2926,AW00013925,Wyatt Barnes,50.0,"50 and above",NEW,147.0,2,3220,3,3,2013-03-08,4.0,1610,805.0
2927,AW00013926,Dalton Hill,56.0,"50 and above",NEW,145.0,1,57,2,2,2013-05-05,0.0,57,57.0
2928,AW00013927,Gabriel Gonzales,56.0,"50 and above",NEW,147.0,2,3021,3,3,2013-03-20,4.0,1510,755.25
2929,AW00013928,Nathaniel Morris,56.0,"50 and above",NEW,138.0,1,86,2,2,2013-12-11,0.0,86,86.0
2930,AW00013929,Robert Hayes,57.0,"50 and above",NEW,137.0,1,77,2,2,2014-01-27,0.0,77,77.0
2931,AW00013930,Samantha Coleman,52.0,"50 and above",NEW,140.0,1,141,3,3,2013-10-28,0.0,141,141.0
2932,AW00013931,Luke Hernandez,52.0,"50 and above",NEW,143.0,1,22,1,1,2013-07-29,0.0,22,22.0
2933,AW00013932,Timothy Sanchez,52.0,"50 and above",NEW,139.0,1,22,1,1,2013-11-06,0.0,22,22.0
2934,AW00013933,Isabella Richardson,58.0,"50 and above",NEW,148.0,1,57,2,2,2013-02-26,0.0,57,57.0
2935,AW00013934,Luis Young,48.0,"40-49",NEW,138.0,1,31,2,2,2013-12-06,0.0,31,31.0
2936,AW00013935,Kimberly Sanchez,53.0,"50 and above",NEW,148.0,1,57,2,2,2013-03-02,0.0,57,57.0
2937,AW00013936,Nathan Wilson,52.0,"50 and above",NEW,139.0,3,219,8,7,2013-11-08,5.0,73,43.8
2938,AW00013937,Victoria Ware,41.0,"40-49",NEW,142.0,1,86,2,2,2013-08-05,0.0,86,86.0
2939,AW00013938,Alejandro Cai,52.0,"50 and above",NEW,147.0,2,3071,6,6,2013-03-17,3.0,1535,1023.6666666666666
2940,AW00013939,Eduardo Ramirez,52.0,"50 and above",NEW,147.0,2,3084,5,5,2013-03-09,3.0,1542,1028.0
2941,AW00013940,Emma Simmons,52.0,"50 and above",NEW,142.0,1,86,2,2,2013-08-08,0.0,86,86.0
2942,AW00013941,Brittany Hayes,48.0,"40-49",NEW,138.0,4,287,11,11,2013-12-19,7.0,71,41.0
2943,AW00013942,Seth Long,59.0,"50 and above",NEW,147.0,1,57,2,2,2013-03-07,0.0,57,57.0
2944,AW00013943,Kelly Bryant,53.0,"50 and above",NEW,141.0,1,37,3,3,2013-09-04,0.0,37,37.0
2945,AW00013944,Andrew Moore,59.0,"50 and above",NEW,137.0,4,160,10,9,2014-01-06,11.0,40,14.545454545454545
2946,AW00013945,Yolanda Luo,59.0,"50 and above",NEW,147.0,1,57,2,2,2013-03-15,0.0,57,57.0
2947,AW00013946,Jason Powell,60.0,"50 and above",NEW,137.0,1,22,1,1,2014-01-14,0.0,22,22.0
2948,AW00013947,Megan Hughes,60.0,"50 and above",NEW,144.0,2,4606,5,5,2013-06-26,6.0,2303,767.6666666666666
2949,AW00013948,Susan Ma,60.0,"50 and above",NEW,144.0,2,4563,4,4,2013-06-18,6.0,2281,760.5
2950,AW00013949,Dwayne Ramos,60.0,"50 and above",NEW,144.0,2,4549,4,4,2013-06-29,6.0,2274,758.1666666666666
2951,AW00013950,Meredith Hernandez,61.0,"50 and above",NEW,141.0,1,24,2,2,2013-09-27,0.0,24,24.0
2952,AW00013951,Dylan Hughes,90.0,"50 and above",NEW,141.0,1,57,2,2,2013-09-26,0.0,57,57.0
2953,AW00013952,Franklin Ye,44.0,"40-49",NEW,141.0,2,82,4,4,2013-10-01,0.0,41,82.0
2954,AW00013953,Theresa Munoz,45.0,"40-49",VIP,138.0,3,6840,6,6,2013-12-19,17.0,2280,402.3529411764706
2955,AW00013954,Eddie Ramos,40.0,"40-49",NEW,140.0,3,128,4,4,2013-10-04,2.0,42,64.0
2956,AW00013955,Andres Raji,49.0,"40-49",VIP,138.0,3,6888,8,8,2013-12-15,17.0,2296,405.1764705882353
2957,AW00013956,Dawn Ma,51.0,"50 and above",NEW,140.0,2,82,4,4,2013-10-21,2.0,41,41.0
2958,AW00013957,Meredith Munoz,46.0,"40-49",VIP,138.0,3,5645,5,5,2013-12-21,17.0,1881,332.05882352941177
2959,AW00013958,Diane Martin,52.0,"50 and above",VIP,138.0,3,6839,5,5,2013-12-03,17.0,2279,402.29411764705884
2960,AW00013959,Ebony Carlson,50.0,"50 and above",VIP,138.0,3,6858,8,8,2013-12-10,17.0,2286,403.4117647058824
2961,AW00013960,Lacey Kumar,52.0,"50 and above",VIP,138.0,3,6871,7,7,2013-12-23,17.0,2290,404.1764705882353
2962,AW00013961,Shawna Raji,53.0,"50 and above",NEW,137.0,2,137,5,5,2014-01-16,3.0,68,45.666666666666664
2963,AW00013962,Dawn Li,53.0,"50 and above",NEW,137.0,2,90,5,5,2014-01-20,11.0,45,8.181818181818182
2964,AW00013963,Veronica Patel,53.0,"50 and above",NEW,137.0,2,139,5,5,2014-01-13,8.0,69,17.375
2965,AW00013964,Jasmine Lewis,53.0,"50 and above",VIP,138.0,3,6806,5,5,2013-12-17,17.0,2268,400.3529411764706
2966,AW00013965,Barry Sara,48.0,"40-49",VIP,138.0,3,6872,9,9,2013-12-20,16.0,2290,429.5
2967,AW00013966,Darren Dominguez,53.0,"50 and above",VIP,138.0,3,6842,8,8,2013-12-26,17.0,2280,402.47058823529414
2968,AW00013967,Glenn Zhang,54.0,"50 and above",VIP,138.0,3,5722,8,8,2013-12-28,17.0,1907,336.5882352941176
2969,AW00013968,Lydia Sai,54.0,"50 and above",VIP,138.0,3,5181,9,8,2013-12-22,17.0,1727,304.7647058823529
2970,AW00013969,Roy Martinez,46.0,"40-49",NEW,138.0,2,77,3,3,2013-12-11,2.0,38,38.5
2971,AW00013970,Pedro Rana,51.0,"50 and above",VIP,138.0,3,6843,5,5,2013-12-10,17.0,2281,402.52941176470586
2972,AW00013971,Bianca Zhao,51.0,"50 and above",VIP,138.0,3,6772,6,5,2013-12-24,16.0,2257,423.25
2973,AW00013972,Eugene Liang,54.0,"50 and above",NEW,138.0,2,77,3,3,2013-12-25,2.0,38,38.5
2974,AW00013973,Bethany Shan,55.0,"50 and above",VIP,138.0,3,5185,7,7,2013-12-09,16.0,1728,324.0625
2975,AW00013974,Tina Chandra,55.0,"50 and above",VIP,139.0,3,5237,7,7,2013-12-01,16.0,1745,327.3125
2976,AW00013975,Johnny Raje,50.0,"50 and above",VIP,138.0,3,5138,5,5,2013-12-18,15.0,1712,342.53333333333336
2977,AW00013976,Emmanuel Smith,51.0,"50 and above",NEW,144.0,2,4512,3,3,2013-06-15,5.0,2256,902.4
2978,AW00013977,Alexandra Brown,51.0,"50 and above",NEW,144.0,2,4788,6,6,2013-06-23,6.0,2394,798.0
2979,AW00013978,Zoe Peterson,51.0,"50 and above",NEW,144.0,2,4775,5,5,2013-06-22,6.0,2387,795.8333333333334
2980,AW00013979,Chloe Jenkins,40.0,"40-49",NEW,147.0,2,3282,3,3,2013-03-28,3.0,1641,1094.0
2981,AW00013980,Margaret Liu,40.0,"40-49",NEW,146.0,1,57,2,2,2013-04-21,0.0,57,57.0
2982,AW00013981,Joy Carlson,75.0,"50 and above",NEW,143.0,2,124,5,5,2013-07-20,2.0,62,62.0
2983,AW00013982,Clarence Chander,75.0,"50 and above",NEW,139.0,2,60,2,2,2013-11-05,7.0,30,8.571428571428571
2984,AW00013983,Logan Collins,75.0,"50 and above",NEW,143.0,2,180,8,8,2013-07-26,4.0,90,45.0
2985,AW00013984,Adrian Richardson,40.0,"40-49",NEW,147.0,2,3282,3,3,2013-03-09,3.0,1641,1094.0
2986,AW00013985,Alexis Wood,40.0,"40-49",NEW,146.0,1,31,2,2,2013-04-22,0.0,31,31.0
2987,AW00013986,Chloe Anderson,40.0,"40-49",Regular,147.0,2,1893,4,4,2013-03-23,14.0,946,135.21428571428572
2988,AW00013987,Eduardo Collins,41.0,"40-49",NEW,138.0,1,2330,2,2,2013-12-24,0.0,2330,2330.0
2989,AW00013988,Miguel White,41.0,"40-49",NEW,141.0,4,196,10,10,2013-10-02,2.0,49,98.0
2990,AW00013989,Chloe Bradley,41.0,"40-49",NEW,147.0,1,46,2,2,2013-03-19,0.0,46,46.0
2991,AW00013990,Stephanie Wood,41.0,"40-49",Regular,147.0,2,1893,4,4,2013-03-26,14.0,946,135.21428571428572
2992,AW00013991,Jack Hayes,41.0,"40-49",NEW,140.0,1,86,2,2,2013-11-02,0.0,86,86.0
2993,AW00013992,Gregory Xie,41.0,"40-49",Regular,146.0,2,1801,4,4,2013-04-12,15.0,900,120.06666666666666
2994,AW00013993,Zachary Patterson,41.0,"40-49",Regular,146.0,2,1804,3,3,2013-04-06,14.0,902,128.85714285714286
2995,AW00013994,Isaac Cook,73.0,"50 and above",Regular,141.0,2,4528,4,4,2013-09-10,12.0,2264,377.3333333333333
2996,AW00013995,Michele Black,72.0,"50 and above",NEW,139.0,2,65,3,3,2013-11-17,6.0,32,10.833333333333334
2997,AW00013996,Marie Perez,66.0,"50 and above",NEW,144.0,2,66,4,4,2013-06-30,1.0,33,66.0
2998,AW00013997,Raquel Hernandez,72.0,"50 and above",Regular,138.0,2,4586,5,5,2013-12-25,16.0,2293,286.625
2999,AW00013998,Ethan Martin,71.0,"50 and above",NEW,140.0,2,245,6,6,2013-10-22,8.0,122,30.625
3000,AW00013999,Elijah Gonzales,41.0,"40-49",Regular,144.0,2,3295,2,2,2013-06-22,16.0,1647,205.9375
3001,AW00014000,Terry Sharma,42.0,"40-49",NEW,143.0,1,85,3,3,2013-07-27,0.0,85,85.0
3002,AW00014001,Hunter Hill,42.0,"40-49",NEW,142.0,1,107,3,3,2013-08-08,0.0,107,107.0
3003,AW00014002,Jacqueline Reed,42.0,"40-49",NEW,147.0,1,86,2,2,2013-03-15,0.0,86,86.0
3004,AW00014003,Angel Ramirez,42.0,"40-49",Regular,141.0,2,1579,5,5,2013-09-30,20.0,789,78.95
3005,AW00014004,Caitlin Kelly,42.0,"40-49",NEW,142.0,1,57,2,2,2013-08-26,0.0,57,57.0
3006,AW00014005,Noah Hughes,42.0,"40-49",Regular,145.0,2,3319,5,5,2013-06-01,15.0,1659,221.26666666666668
3007,AW00014006,Brianna Walker,42.0,"40-49",Regular,145.0,2,3295,2,2,2013-06-02,15.0,1647,219.66666666666666
3008,AW00014007,Rebekah Garcia,64.0,"50 and above",NEW,149.0,2,3772,2,2,2013-01-08,4.0,1886,943.0
3009,AW00014008,Karen Liu,70.0,"50 and above",NEW,143.0,2,64,3,3,2013-07-25,5.0,32,12.8
3010,AW00014009,Brandy Prasad,64.0,"50 and above",NEW,139.0,2,64,3,3,2013-11-04,0.0,32,64.0
3011,AW00014010,Thomas Moore,69.0,"50 and above",NEW,148.0,2,3861,4,4,2013-02-27,6.0,1930,643.5
3012,AW00014011,Roger Shen,69.0,"50 and above",NEW,148.0,2,3831,4,4,2013-02-13,6.0,1915,638.5
3013,AW00014012,Eddie Vazquez,53.0,"50 and above",VIP,138.0,3,5250,7,7,2013-12-06,15.0,1750,350.0
3014,AW00014013,Jimmy Blanco,62.0,"50 and above",NEW,138.0,2,138,5,5,2013-12-12,7.0,69,19.714285714285715
3015,AW00014014,Leslie Serrano,62.0,"50 and above",NEW,140.0,2,62,3,3,2013-11-02,5.0,31,12.4
3016,AW00014015,Kurt Lal,68.0,"50 and above",NEW,140.0,2,60,2,2,2013-10-23,4.0,30,15.0
3017,AW00014016,Mary Sandidge,68.0,"50 and above",NEW,141.0,2,121,5,5,2013-09-05,1.0,60,121.0
3018,AW00014017,Chloe Rodriguez,39.0,"30-39",Regular,147.0,2,1848,4,4,2013-03-31,14.0,924,132.0
3019,AW00014018,Nina Rai,68.0,"50 and above",NEW,140.0,2,64,4,4,2013-10-25,0.0,32,64.0
3020,AW00014019,Kathleen Romero,67.0,"50 and above",NEW,137.0,2,62,3,3,2014-01-04,5.0,31,12.4
3021,AW00014020,Kristine Dominguez,65.0,"50 and above",VIP,138.0,3,6831,5,5,2013-12-10,15.0,2277,455.4
3022,AW00014021,Michelle Richardson,44.0,"40-49",NEW,145.0,1,22,1,1,2013-05-10,0.0,22,22.0
3023,AW00014022,Taylor Lee,44.0,"40-49",Regular,139.0,2,1669,6,6,2013-11-05,20.0,834,83.45
3024,AW00014023,Beth Carlson,44.0,"40-49",Regular,138.0,2,1575,3,3,2013-12-20,22.0,787,71.5909090909091
3025,AW00014024,Hannah Moore,44.0,"40-49",Regular,146.0,2,1902,5,5,2013-04-05,13.0,951,146.30769230769232
3026,AW00014025,Robert Alexander,40.0,"40-49",Regular,138.0,2,1586,6,6,2013-12-05,22.0,793,72.0909090909091
3027,AW00014026,Chloe Butler,45.0,"40-49",Regular,138.0,2,1589,4,4,2013-12-09,21.0,794,75.66666666666667
3028,AW00014027,Carlos Perez,46.0,"40-49",NEW,142.0,1,22,1,1,2013-08-07,0.0,22,22.0
3029,AW00014028,Patricia Srini,46.0,"40-49",NEW,143.0,1,92,4,4,2013-07-19,0.0,92,92.0
3030,AW00014029,Christina Morris,43.0,"40-49",NEW,137.0,1,57,2,2,2014-01-28,0.0,57,57.0
3031,AW00014030,Lawrence Sanz,64.0,"50 and above",VIP,138.0,3,6905,5,5,2013-12-10,15.0,2301,460.3333333333333
3032,AW00014031,Ruben Suarez,59.0,"50 and above",VIP,138.0,3,6964,8,8,2013-12-10,15.0,2321,464.26666666666665
3033,AW00014032,Arthur Chandra,63.0,"50 and above",VIP,138.0,3,6859,8,8,2013-12-18,16.0,2286,428.6875
3034,AW00014033,Melinda Torres,57.0,"50 and above",VIP,138.0,3,6809,5,5,2013-12-15,15.0,2269,453.93333333333334
3035,AW00014034,Dennis Liang,56.0,"50 and above",NEW,138.0,2,104,5,5,2013-12-09,4.0,52,26.0
3036,AW00014035,Hunter Hughes,46.0,"40-49",NEW,143.0,1,66,3,3,2013-07-27,0.0,66,66.0
3037,AW00014036,Amanda Torres,45.0,"40-49",Regular,147.0,2,1839,3,3,2013-04-02,12.0,919,153.25
3038,AW00014037,Lydia Sara,45.0,"40-49",Regular,146.0,2,1898,5,5,2013-04-23,13.0,949,146.0
3039,AW00014038,Madison Foster,60.0,"50 and above",VIP,138.0,3,6819,6,6,2013-12-17,16.0,2273,426.1875
3040,AW00014039,Nathan Wang,54.0,"50 and above",VIP,138.0,3,6808,6,5,2013-12-05,15.0,2269,453.8666666666667
3041,AW00014040,Stephanie Morris,57.0,"50 and above",NEW,144.0,1,32,2,2,2013-06-12,0.0,32,32.0
3042,AW00014041,Danielle Bell,57.0,"50 and above",NEW,141.0,2,4765,5,5,2013-09-06,4.0,2382,1191.25
3043,AW00014042,Stephanie Adams,63.0,"50 and above",NEW,138.0,1,22,1,1,2013-12-12,0.0,22,22.0
3044,AW00014043,Mary Gonzalez,62.0,"50 and above",NEW,147.0,1,57,2,2,2013-03-05,0.0,57,57.0
3045,AW00014044,Thomas Wright,62.0,"50 and above",Regular,144.0,2,3357,4,4,2013-06-04,14.0,1678,239.78571428571428
3046,AW00014045,Tanya Ramos,52.0,"50 and above",VIP,138.0,3,6804,5,4,2013-12-25,16.0,2268,425.25
3047,AW00014046,Cheryl Sanz,52.0,"50 and above",VIP,142.0,3,5645,5,5,2013-08-16,12.0,1881,470.4166666666667
3048,AW00014047,Linda Alvarez,57.0,"50 and above",VIP,142.0,3,5643,5,4,2013-08-13,12.0,1881,470.25
3049,AW00014048,Wyatt Mitchell,57.0,"50 and above",VIP,138.0,3,5123,5,5,2013-12-08,15.0,1707,341.53333333333336
3050,AW00014049,Gina Hernandez,57.0,"50 and above",VIP,138.0,3,5290,9,9,2013-12-20,16.0,1763,330.625
3051,AW00014050,Manuel Lopez,53.0,"50 and above",NEW,142.0,3,5650,5,5,2013-08-04,11.0,1883,513.6363636363636
3052,AW00014051,Nathaniel Rivera,42.0,"40-49",VIP,142.0,3,5607,6,6,2013-08-12,12.0,1869,467.25
3053,AW00014052,Jorge Ma,48.0,"40-49",NEW,144.0,2,86,4,4,2013-06-05,4.0,43,21.5
3054,AW00014053,Tamara Huang,47.0,"40-49",NEW,148.0,2,86,4,4,2013-02-08,0.0,43,86.0
3055,AW00014054,Reginald Martin,59.0,"50 and above",NEW,137.0,3,280,5,5,2014-01-24,1.0,93,280.0
3056,AW00014055,Alejandro Kumar,59.0,"50 and above",VIP,138.0,3,5177,6,6,2013-12-28,16.0,1725,323.5625
3057,AW00014056,Nelson Sanz,59.0,"50 and above",NEW,137.0,3,128,4,4,2014-01-18,8.0,42,16.0
3058,AW00014057,Lance Alonso,60.0,"50 and above",NEW,137.0,2,115,4,4,2014-01-20,4.0,57,28.75
3059,AW00014058,Johnny Anand,49.0,"40-49",NEW,142.0,3,5652,7,7,2013-08-03,11.0,1884,513.8181818181819
3060,AW00014059,Rodney Ramos,48.0,"40-49",NEW,143.0,2,106,5,5,2013-07-04,3.0,53,35.333333333333336
3061,AW00014060,Cedric Sharma,54.0,"50 and above",NEW,140.0,2,99,3,3,2013-10-24,7.0,49,14.142857142857142
3062,AW00014061,Naomi Torres,54.0,"50 and above",NEW,147.0,2,82,4,4,2013-03-30,1.0,41,82.0
3063,AW00014062,Madison Clark,55.0,"50 and above",NEW,142.0,3,5648,5,5,2013-08-16,11.0,1882,513.4545454545455
3064,AW00014063,Patrick Sands,49.0,"40-49",NEW,143.0,3,5676,5,4,2013-08-02,11.0,1892,516.0
3065,AW00014064,Stacey Li,55.0,"50 and above",NEW,142.0,3,5694,8,8,2013-08-19,11.0,1898,517.6363636363636
3066,AW00014065,Samuel Diaz,56.0,"50 and above",VIP,142.0,3,5608,4,3,2013-08-10,12.0,1869,467.3333333333333
3067,AW00014066,Melody Jimenez,57.0,"50 and above",NEW,142.0,3,3611,8,8,2013-08-09,11.0,1203,328.27272727272725
3068,AW00014067,Larry Sanz,57.0,"50 and above",NEW,142.0,2,115,4,4,2013-08-16,4.0,57,28.75
3069,AW00014068,Brent McDonald,57.0,"50 and above",NEW,142.0,2,77,3,3,2013-08-19,3.0,38,25.666666666666668
3070,AW00014069,Joy Serrano,52.0,"50 and above",NEW,138.0,2,174,6,6,2013-12-24,3.0,87,58.0
3071,AW00014070,Ricky Alonso,61.0,"50 and above",NEW,142.0,3,5619,4,4,2013-08-12,11.0,1873,510.8181818181818
3072,AW00014071,Jack Li,61.0,"50 and above",NEW,143.0,3,5618,5,5,2013-07-31,11.0,1872,510.72727272727275
3073,AW00014072,Allen Smith,62.0,"50 and above",NEW,142.0,2,75,2,2,2013-08-18,0.0,37,75.0
3074,AW00014073,Gabriel Alexander,84.0,"50 and above",NEW,140.0,2,157,7,6,2013-10-21,8.0,78,19.625
3075,AW00014074,Barbara Xu,70.0,"50 and above",NEW,145.0,2,60,3,3,2013-05-27,0.0,30,60.0
3076,AW00014075,Robert Harris,43.0,"40-49",NEW,146.0,1,57,2,2,2013-04-23,0.0,57,57.0
3077,AW00014076,Justin Ross,43.0,"40-49",NEW,145.0,1,72,2,2,2013-05-03,0.0,72,72.0
3078,AW00014077,Bryan Townsend,43.0,"40-49",NEW,140.0,4,180,8,8,2013-10-19,2.0,45,90.0
3079,AW00014078,Ryan Alexander,44.0,"40-49",NEW,149.0,1,839,2,2,2013-01-18,0.0,839,839.0
3080,AW00014079,Lauren Price,43.0,"40-49",NEW,137.0,4,224,11,10,2014-01-26,11.0,56,20.363636363636363
3081,AW00014080,Cynthia Srini,43.0,"40-49",Regular,146.0,2,1848,4,4,2013-04-06,12.0,924,154.0
3082,AW00014081,Nicole Butler,39.0,"30-39",NEW,148.0,2,3451,3,3,2013-02-18,10.0,1725,345.1
3083,AW00014082,Johnny Jai,39.0,"30-39",NEW,138.0,1,22,1,1,2013-12-14,0.0,22,22.0
3084,AW00014083,Nathan Lopez,39.0,"30-39",Regular,147.0,2,2751,3,3,2013-03-16,12.0,1375,229.25
